customer_id,segment_name,recency_days,frequency,monetary,R_score,F_score,M_score,RFM_total,ticket_count,return_rate,sessions_30d,last_visit_days_ago,loyalty_tier
CUST00616,Loyal Customers,36,5,2628.3,4,4,4,12,1,0.0,10,16,Not Enrolled
CUST00617,Needs Attention,14,10,5456.37,5,5,5,15,5,10.0,8,7,Not Enrolled
CUST00618,At-Risk,92,2,1570.53,2,2,3,7,0,0.0,8,2,Gold
CUST00619,Loyal Customers,2,5,2211.2000000000003,5,4,3,12,0,0.0,8,12,Not Enrolled
CUST00620,Dormant,90,1,449.48,2,1,1,4,1,0.0,17,30,Silver
CUST00621,Dormant,92,1,348.53,2,1,1,4,0,0.0,6,14,Not Enrolled
CUST00622,At-Risk,180,3,2009.7800000000002,1,3,3,7,0,0.0,1,41,Not Enrolled
CUST00623,Needs Attention,108,4,1945.71,2,4,3,9,2,25.0,18,15,Silver
CUST00624,Dormant,232,1,270.09,1,1,1,3,0,0.0,4,60,Silver
CUST00625,Loyal Customers,66,4,2155.58,3,4,3,10,0,0.0,2,0,Not Enrolled
CUST00626,New Customers,9,2,1214.38,5,2,2,9,1,0.0,12,0,Platinum
CUST00627,Dormant,75,3,2765.27,3,3,4,10,1,0.0,6,17,Silver
CUST00628,Needs Attention,59,3,1099.5900000000001,3,3,2,8,2,0.0,9,15,Not Enrolled
CUST00629,New Customers,44,1,442.4,4,1,1,6,0,0.0,2,3,Gold
CUST00630,At-Risk,93,3,2512.7,2,3,3,8,0,0.0,20,13,Platinum
CUST00631,Needs Attention,68,10,6076.9,3,5,5,13,2,10.0,0,5,Silver
CUST00632,Dormant,61,1,1078.63,3,1,2,6,0,0.0,11,0,Gold
CUST00633,New Customers,33,1,1619.36,4,1,3,8,0,0.0,4,0,Not Enrolled
CUST00634,Needs Attention,118,4,1711.76,2,4,3,9,2,25.0,1,32,Not Enrolled
CUST00635,Dormant,134,1,1016.46,2,1,2,5,0,0.0,1,13,Gold
CUST00636,Dormant,72,2,2158.95,3,2,3,8,0,0.0,1,24,Silver
CUST00637,Loyal Customers,60,5,5246.29,3,4,5,12,1,0.0,1,15,Silver
CUST00638,At-Risk,173,6,3093.33,1,5,4,10,0,0.0,0,44,Not Enrolled
CUST00639,At-Risk,369,3,2753.19,1,3,4,8,0,0.0,1,58,Not Enrolled
CUST00640,Dormant,130,1,641.86,2,1,1,4,0,0.0,0,25,Not Enrolled
CUST00641,Champions,35,6,5481.38,4,5,5,14,1,0.0,5,0,Not Enrolled
CUST00642,Dormant,18,3,1654.45,5,3,3,11,0,0.0,4,12,Silver
CUST00643,Dormant,155,1,1091.34,1,1,2,4,0,0.0,14,33,Silver
CUST00644,Loyal Customers,78,7,3822.27,3,5,4,12,0,0.0,0,25,Not Enrolled
CUST00645,Needs Attention,252,3,2730.59,1,3,4,8,2,0.0,0,47,Not Enrolled
CUST00646,At-Risk,117,6,5934.01,2,5,5,12,1,16.7,5,20,Silver
CUST00647,Dormant,64,1,507.52,3,1,1,5,1,0.0,2,9,Gold
CUST00648,New Customers,31,1,1298.17,4,1,2,7,0,0.0,3,16,Not Enrolled
CUST00649,Needs Attention,124,6,3181.62,2,5,4,11,4,16.7,5,16,Silver
CUST00650,Dormant,59,3,2622.0099999999998,3,3,4,10,0,0.0,6,5,Silver
CUST00651,Champions,34,7,5105.77,4,5,5,14,0,0.0,6,5,Silver
CUST00652,Loyal Customers,75,4,4491.29,3,4,5,12,0,0.0,13,13,Gold
CUST00653,New Customers,32,2,2037.83,4,2,3,9,0,0.0,19,11,Not Enrolled
CUST00654,Needs Attention,8,6,5827.77,5,5,5,15,2,33.3,8,0,Not Enrolled
CUST00655,Champions,79,8,5295.41,3,5,5,13,0,0.0,0,15,Silver
CUST00656,Loyal Customers,67,4,3207.37,3,4,4,11,1,0.0,16,6,Not Enrolled
CUST00657,Loyal Customers,63,4,1287.49,3,4,2,9,1,25.0,5,8,Silver
CUST00658,At-Risk,219,2,2355.97,1,2,3,6,1,0.0,3,29,Not Enrolled
CUST00659,New Customers,16,1,883.27,5,1,2,8,0,0.0,21,0,Platinum
CUST00660,New Customers,43,1,573.43,4,1,1,6,0,0.0,7,8,Silver
CUST00661,At-Risk,180,3,1105.96,1,3,2,6,1,0.0,1,33,Not Enrolled
CUST00662,Dormant,124,1,852.96,2,1,2,5,0,0.0,2,28,Not Enrolled
CUST00663,Needs Attention,64,8,5700.78,3,5,5,13,2,12.5,14,26,Not Enrolled
CUST00664,New Customers,20,1,237.27,5,1,1,7,1,0.0,1,0,Not Enrolled
CUST00665,Needs Attention,35,9,6480.29,4,5,5,14,2,11.1,3,3,Not Enrolled
CUST00666,New Customers,3,1,540.99,5,1,1,7,1,0.0,1,10,Silver
CUST00667,Needs Attention,25,5,5036.26,4,4,5,13,2,20.0,7,9,Not Enrolled
CUST00668,New Customers,42,2,952.4100000000001,4,2,2,8,0,0.0,3,10,Not Enrolled
CUST00669,Dormant,57,3,2774.7599999999998,3,3,4,10,0,0.0,1,0,Not Enrolled
CUST00670,At-Risk,242,4,3756.69,1,4,4,9,1,0.0,0,52,Not Enrolled
CUST00671,Champions,2,8,5453.93,5,5,5,15,1,0.0,13,7,Not Enrolled
CUST00672,Dormant,141,1,434.37,2,1,1,4,0,0.0,10,18,Not Enrolled
CUST00673,Dormant,118,1,1297.2,2,1,2,5,0,0.0,1,28,Silver
CUST00674,Champions,56,8,4178.67,3,5,5,13,0,0.0,14,12,Not Enrolled
CUST00675,At-Risk,130,5,6478.51,2,4,5,11,0,0.0,8,35,Silver
CUST00676,New Customers,6,1,714.17,5,1,1,7,1,0.0,9,0,Not Enrolled
CUST00677,New Customers,6,1,291.61,5,1,1,7,0,0.0,1,13,Not Enrolled
CUST00678,Dormant,196,2,1145.87,1,2,2,5,0,0.0,1,26,Not Enrolled
CUST00679,Needs Attention,83,8,6252.95,3,5,5,13,2,0.0,3,18,Not Enrolled
CUST00680,Dormant,215,1,1087.83,1,1,2,4,0,0.0,1,41,Gold
CUST00681,Needs Attention,211,1,1372.4,1,1,2,4,1,100.0,1,35,Not Enrolled
CUST00682,New Customers,19,1,1238.23,5,1,2,8,1,0.0,6,7,Silver
CUST00683,Needs Attention,0,3,3422.7,5,3,4,12,2,0.0,7,0,Not Enrolled
CUST00684,At-Risk,140,4,2472.73,2,4,3,9,1,0.0,2,2,Gold
CUST00685,New Customers,2,1,1158.09,5,1,2,8,0,0.0,3,0,Not Enrolled
CUST00686,At-Risk,127,3,1409.0900000000001,2,3,2,7,0,0.0,21,20,Silver
CUST00687,At-Risk,117,5,4129.24,2,4,5,11,0,0.0,1,34,Not Enrolled
CUST00688,Champions,13,5,3552.34,5,4,4,13,1,20.0,1,0,Silver
CUST00689,Loyal Customers,70,4,4514.3099999999995,3,4,5,12,0,0.0,13,19,Gold
CUST00690,Champions,4,5,5697.91,5,4,5,14,1,0.0,11,10,Not Enrolled
CUST00691,Dormant,61,3,2927.57,3,3,4,10,0,0.0,14,18,Not Enrolled
CUST00692,Dormant,58,3,1850.73,3,3,3,9,0,0.0,0,16,Not Enrolled
CUST00693,Needs Attention,147,5,6136.5,2,4,5,11,2,0.0,0,5,Gold
CUST00694,Dormant,74,1,345.14,3,1,1,5,0,0.0,14,12,Not Enrolled
CUST00695,Dormant,198,1,616.85,1,1,1,3,1,0.0,4,48,Not Enrolled
CUST00696,Champions,40,5,4814.21,4,4,5,13,1,0.0,1,8,Silver
CUST00697,At-Risk,247,4,3657.69,1,4,4,9,1,25.0,1,47,Not Enrolled
CUST00698,Needs Attention,14,8,5318.95,5,5,5,15,4,37.5,11,16,Gold
CUST00699,Loyal Customers,47,4,2191.5099999999998,3,4,3,10,0,0.0,15,20,Not Enrolled
CUST00700,Loyal Customers,49,4,3589.62,3,4,4,11,0,0.0,1,22,Not Enrolled
CUST00701,At-Risk,122,5,6476.26,2,4,5,11,1,0.0,10,26,Silver
CUST00702,Needs Attention,77,6,8044.75,3,5,5,13,2,16.7,2,16,Silver
CUST00703,Dormant,104,1,360.06,2,1,1,4,0,0.0,3,27,Not Enrolled
CUST00704,Loyal Customers,22,4,3057.83,4,4,4,12,1,0.0,12,0,Not Enrolled
CUST00705,Needs Attention,12,1,872.61,5,1,2,8,1,100.0,1,5,Not Enrolled
CUST00706,New Customers,2,1,439.07,5,1,1,7,0,0.0,2,0,Not Enrolled
CUST00707,Needs Attention,189,3,2254.12,1,3,3,7,2,0.0,10,19,Not Enrolled
CUST00708,Champions,45,6,5342.67,4,5,5,14,1,0.0,5,5,Not Enrolled
CUST00709,At-Risk,129,1,1966.47,2,1,3,6,0,0.0,0,17,Not Enrolled
CUST00710,Needs Attention,16,8,5514.42,5,5,5,15,2,0.0,8,0,Silver
CUST00711,Needs Attention,19,8,5430.3,5,5,5,15,2,12.5,10,13,Platinum
CUST00712,Loyal Customers,4,4,1928.79,5,4,3,12,1,0.0,2,0,Not Enrolled
CUST00713,Needs Attention,3,9,9076.15,5,5,5,15,3,11.1,10,0,Gold
CUST00714,Champions,40,6,2681.75,4,5,4,13,1,16.7,2,0,Silver
CUST00715,Dormant,25,3,954.63,4,3,2,9,0,0.0,4,14,Silver
CUST00716,Champions,6,6,2828.0600000000004,5,5,4,14,1,0.0,14,0,Gold
CUST00717,New Customers,0,1,884.85,5,1,2,8,0,0.0,6,7,Not Enrolled
CUST00718,Dormant,117,2,697.62,2,2,1,5,0,0.0,2,35,Not Enrolled
CUST00719,At-Risk,168,4,2610.39,1,4,4,9,1,25.0,2,38,Silver
CUST00720,Needs Attention,291,5,3086.61,1,4,4,9,2,20.0,1,53,Gold
CUST00721,New Customers,14,1,1856.99,5,1,3,9,0,0.0,8,0,Platinum
CUST00722,Needs Attention,30,1,256.54,4,1,1,6,1,100.0,1,0,Not Enrolled
CUST00723,Dormant,69,1,546.81,3,1,1,5,0,0.0,7,21,Not Enrolled
CUST00724,New Customers,8,2,1014.94,5,2,2,9,0,0.0,8,0,Silver
CUST00725,At-Risk,141,3,2162.5,2,3,3,8,0,0.0,0,37,Not Enrolled
CUST00726,Needs Attention,98,10,7976.49,2,5,5,12,4,10.0,10,19,Not Enrolled
CUST00727,Champions,8,5,3822.01,5,4,4,13,1,20.0,10,7,Not Enrolled
CUST00728,Needs Attention,66,1,396.38,3,1,1,5,1,100.0,6,17,Not Enrolled
CUST00729,Dormant,140,1,1324.83,2,1,2,5,0,0.0,1,42,Not Enrolled
CUST00730,At-Risk,232,2,1923.08,1,2,3,6,0,0.0,3,43,Not Enrolled
CUST00731,Dormant,136,2,1457.58,2,2,2,6,0,0.0,2,18,Gold
CUST00732,New Customers,6,1,402.61,5,1,1,7,1,0.0,6,4,Not Enrolled
CUST00733,Dormant,66,3,1661.19,3,3,3,9,0,0.0,5,8,Gold
CUST00734,Needs Attention,89,5,4981.82,2,4,5,11,2,20.0,6,30,Not Enrolled
CUST00735,Loyal Customers,12,4,1973.4,5,4,3,12,1,0.0,1,0,Not Enrolled
CUST00736,Dormant,66,3,1727.68,3,3,3,9,0,0.0,3,15,Not Enrolled
CUST00737,New Customers,24,1,872.88,4,1,2,7,0,0.0,1,4,Silver
CUST00738,Needs Attention,78,1,545.24,3,1,1,5,1,100.0,8,25,Silver
CUST00739,New Customers,24,1,1047.95,4,1,2,7,0,0.0,8,0,Gold
CUST00740,At-Risk,261,5,4065.24,1,4,5,10,1,20.0,5,59,Not Enrolled
CUST00741,At-Risk,225,3,1798.7,1,3,3,7,0,0.0,3,52,Gold
CUST00742,Dormant,49,2,1288.91,3,2,2,7,0,0.0,5,8,Not Enrolled
CUST00743,Champions,1,5,2957.78,5,4,4,13,1,20.0,3,18,Silver
CUST00744,Dormant,65,2,1108.58,3,2,2,7,0,0.0,2,25,Not Enrolled
CUST00745,New Customers,1,1,1077.53,5,1,2,8,0,0.0,14,4,Silver
CUST00746,At-Risk,177,2,1625.12,1,2,3,6,0,0.0,0,17,Not Enrolled
CUST00747,New Customers,11,1,1123.87,5,1,2,8,1,0.0,13,7,Not Enrolled
CUST00748,Champions,58,7,4244.5,3,5,5,13,1,0.0,5,0,Not Enrolled
CUST00749,New Customers,11,2,1514.65,5,2,2,9,0,0.0,13,11,Not Enrolled
CUST00750,Dormant,49,3,2474.98,3,3,3,9,0,0.0,8,4,Not Enrolled
CUST00751,New Customers,15,1,657.24,5,1,1,7,0,0.0,8,5,Silver
CUST00752,Dormant,97,2,1319.5500000000002,2,2,2,6,1,0.0,2,33,Not Enrolled
CUST00753,Dormant,143,1,1093.17,2,1,2,5,0,0.0,9,40,Not Enrolled
CUST00754,New Customers,37,2,3639.05,4,2,4,10,1,0.0,18,4,Gold
CUST00755,Needs Attention,200,2,1585.3600000000001,1,2,3,6,1,50.0,12,45,Not Enrolled
CUST00756,Needs Attention,113,3,3223.87,2,3,4,9,2,0.0,0,17,Silver
CUST00757,Dormant,8,3,1807.24,5,3,3,11,0,0.0,4,0,Silver
CUST00758,Champions,78,10,6808.01,3,5,5,13,0,0.0,13,19,Not Enrolled
CUST00759,New Customers,38,2,1562.24,4,2,3,9,0,0.0,4,21,Gold
CUST00760,Needs Attention,162,2,1132.19,1,2,2,5,1,50.0,1,37,Not Enrolled
CUST00761,Dormant,193,2,1069.58,1,2,2,5,0,0.0,1,41,Not Enrolled
CUST00762,Needs Attention,46,2,2784.5699999999997,4,2,4,10,1,50.0,8,25,Not Enrolled
CUST00763,At-Risk,188,4,4210.57,1,4,5,10,0,0.0,0,47,Silver
CUST00764,Loyal Customers,23,4,3245.93,4,4,4,12,0,0.0,8,1,Silver
CUST00765,At-Risk,98,3,2692.35,2,3,4,9,1,0.0,2,12,Not Enrolled
CUST00766,At-Risk,166,2,1783.35,1,2,3,6,0,0.0,7,46,Not Enrolled
CUST00767,Needs Attention,75,7,3498.46,3,5,4,12,3,0.0,7,18,Gold
CUST00768,Dormant,21,3,2361.23,4,3,3,10,1,0.0,3,7,Not Enrolled
CUST00769,Needs Attention,18,6,2815.44,5,5,4,14,2,0.0,2,0,Silver
CUST00770,Dormant,27,3,2711.16,4,3,4,11,1,0.0,12,0,Silver
CUST00771,Dormant,90,1,456.76,2,1,1,4,1,0.0,8,0,Gold
CUST00772,At-Risk,190,3,3114.63,1,3,4,8,0,0.0,9,27,Silver
CUST00773,Dormant,71,3,2278.26,3,3,3,9,1,0.0,4,3,Gold
CUST00774,At-Risk,101,3,1439.8,2,3,2,7,0,0.0,2,28,Silver
CUST00775,New Customers,23,1,1298.92,4,1,2,7,0,0.0,8,10,Not Enrolled
CUST00776,At-Risk,135,4,3024.9399999999996,2,4,4,10,0,0.0,0,35,Not Enrolled
CUST00777,New Customers,10,1,720.41,5,1,1,7,0,0.0,2,1,Not Enrolled
CUST00778,At-Risk,331,4,3444.29,1,4,4,9,1,0.0,1,57,Silver
CUST00779,New Customers,6,1,416.15,5,1,1,7,0,0.0,3,0,Not Enrolled
CUST00780,Needs Attention,36,4,3232.4,4,4,4,12,3,25.0,12,9,Silver
CUST00781,Dormant,49,1,442.8,3,1,1,5,0,0.0,4,14,Gold
CUST00782,Dormant,194,1,505.28,1,1,1,3,0,0.0,1,41,Silver
CUST00783,At-Risk,232,6,4123.36,1,5,5,11,1,0.0,3,49,Not Enrolled
CUST00784,Loyal Customers,45,5,3103.73,4,4,4,12,0,0.0,11,0,Not Enrolled
CUST00785,Champions,11,6,3144.23,5,5,4,14,1,0.0,5,15,Not Enrolled
CUST00786,Needs Attention,150,5,5359.3,1,4,5,10,3,20.0,1,28,Silver
CUST00787,Needs Attention,48,7,5769.13,3,5,5,13,2,0.0,2,7,Not Enrolled
CUST00788,Dormant,49,1,1408.44,3,1,2,6,0,0.0,8,11,Not Enrolled
CUST00789,Dormant,55,3,1689.1100000000001,3,3,3,9,0,0.0,1,0,Silver
CUST00790,Dormant,78,1,458.83,3,1,1,5,1,0.0,9,20,Gold
CUST00791,Dormant,230,1,1187.93,1,1,2,4,1,0.0,0,46,Not Enrolled
CUST00792,At-Risk,148,6,2976.79,1,5,4,10,1,0.0,4,39,Platinum
CUST00793,At-Risk,113,3,2463.2,2,3,3,8,0,0.0,1,4,Silver
CUST00794,Needs Attention,171,5,2824.37,1,4,4,9,2,0.0,7,39,Gold
CUST00795,At-Risk,138,4,3787.58,2,4,4,10,0,0.0,2,30,Gold
CUST00796,At-Risk,151,3,5388.48,1,3,5,9,0,0.0,8,19,Silver
CUST00797,Champions,9,5,2975.27,5,4,4,13,0,0.0,7,9,Platinum
CUST00798,Champions,57,10,6339.86,3,5,5,13,1,0.0,8,5,Gold
CUST00799,Loyal Customers,56,6,3798.88,3,5,4,12,1,0.0,2,7,Gold
CUST00800,Needs Attention,12,10,9558.37,5,5,5,15,4,20.0,7,0,Not Enrolled
CUST00801,Dormant,76,3,3345.79,3,3,4,10,1,0.0,1,15,Not Enrolled
CUST00802,At-Risk,201,1,1787.0,1,1,3,5,0,0.0,1,48,Silver
CUST00803,Champions,53,7,5289.43,3,5,5,13,1,0.0,2,16,Not Enrolled
CUST00804,New Customers,14,1,969.91,5,1,2,8,0,0.0,7,7,Not Enrolled
CUST00805,New Customers,41,1,780.79,4,1,2,7,0,0.0,8,18,Gold
CUST00806,New Customers,21,1,976.95,4,1,2,7,0,0.0,11,7,Not Enrolled
CUST00807,At-Risk,112,2,1827.0300000000002,2,2,3,7,0,0.0,4,14,Not Enrolled
CUST00808,Needs Attention,53,5,2738.81,3,4,4,11,2,20.0,16,21,Silver
CUST00809,Needs Attention,22,3,1886.26,4,3,3,10,2,33.3,12,1,Not Enrolled
CUST00810,Dormant,217,1,528.93,1,1,1,3,0,0.0,0,37,Not Enrolled
CUST00811,At-Risk,184,6,3477.9399999999996,1,5,4,10,0,0.0,2,30,Gold
CUST00812,Dormant,189,1,383.16,1,1,1,3,0,0.0,0,27,Silver
CUST00813,Needs Attention,5,9,9628.83,5,5,5,15,4,0.0,11,1,Platinum
CUST00814,At-Risk,88,3,3998.29,2,3,4,9,0,0.0,14,16,Not Enrolled
CUST00815,Needs Attention,137,3,3282.1400000000003,2,3,4,9,2,0.0,3,31,Silver
CUST00816,Dormant,59,2,2688.92,3,2,4,9,1,0.0,7,15,Not Enrolled
CUST00817,Champions,9,14,11008.85,5,5,5,15,1,0.0,13,0,Platinum
CUST00818,Dormant,147,1,988.84,2,1,2,5,1,0.0,1,36,Not Enrolled
CUST00819,Loyal Customers,28,4,2164.49,4,4,3,11,1,0.0,5,0,Not Enrolled
CUST00820,Dormant,189,2,935.6700000000001,1,2,2,5,0,0.0,4,46,Not Enrolled
CUST00821,Needs Attention,94,3,1248.56,2,3,2,7,2,33.3,6,27,Silver
CUST00822,Champions,76,6,4218.62,3,5,5,13,1,0.0,10,30,Not Enrolled
CUST00823,Needs Attention,146,8,3291.63,2,5,4,11,3,25.0,2,33,Gold
CUST00824,Champions,4,4,2566.4900000000002,5,4,4,13,0,0.0,4,0,Gold
CUST00825,Dormant,97,1,410.77,2,1,1,4,0,0.0,3,31,Not Enrolled
CUST00826,Needs Attention,158,10,8171.4,1,5,5,11,2,0.0,9,34,Not Enrolled
CUST00827,Dormant,57,1,1699.04,3,1,3,7,0,0.0,4,2,Not Enrolled
CUST00828,Dormant,90,1,355.91,2,1,1,4,0,0.0,5,17,Not Enrolled
CUST00829,Champions,62,10,6268.52,3,5,5,13,1,0.0,9,6,Silver
CUST00830,Dormant,19,3,1613.9499999999998,5,3,3,11,0,0.0,11,6,Not Enrolled
CUST00831,Needs Attention,6,2,994.8299999999999,5,2,2,9,2,0.0,11,0,Platinum
CUST00832,New Customers,0,1,716.8,5,1,1,7,0,0.0,9,0,Not Enrolled
CUST00833,Dormant,67,1,1142.84,3,1,2,6,0,0.0,6,4,Gold
CUST00834,Loyal Customers,2,4,2049.66,5,4,3,12,1,0.0,6,6,Not Enrolled
CUST00835,At-Risk,157,9,6888.030000000001,1,5,5,11,1,11.1,8,12,Gold
CUST00836,New Customers,9,2,1640.21,5,2,3,10,0,0.0,7,0,Not Enrolled
CUST00837,New Customers,15,2,1476.76,5,2,2,9,0,0.0,7,8,Not Enrolled
CUST00838,Needs Attention,9,6,4291.93,5,5,5,15,2,0.0,11,12,Not Enrolled
CUST00839,At-Risk,162,3,1996.99,1,3,3,7,0,0.0,2,31,Not Enrolled
CUST00840,Needs Attention,58,10,9432.94,3,5,5,13,4,0.0,3,0,Not Enrolled
CUST00841,Needs Attention,99,8,6838.26,2,5,5,12,2,12.5,2,29,Not Enrolled
CUST00842,Loyal Customers,71,5,5478.280000000001,3,4,5,12,1,0.0,1,1,Not Enrolled
CUST00843,Needs Attention,45,1,803.69,4,1,2,7,1,100.0,1,3,Not Enrolled
CUST00844,New Customers,19,1,410.24,5,1,1,7,0,0.0,1,5,Silver
CUST00845,Needs Attention,96,4,2758.2200000000003,2,4,4,10,2,0.0,4,20,Not Enrolled
CUST00846,Needs Attention,41,9,7260.82,4,5,5,14,2,11.1,15,0,Not Enrolled
CUST00847,Needs Attention,4,6,6336.01,5,5,5,15,2,0.0,12,4,Not Enrolled
CUST00848,New Customers,4,1,547.18,5,1,1,7,0,0.0,8,0,Not Enrolled
CUST00849,Champions,6,7,4218.23,5,5,5,15,0,0.0,9,14,Gold
CUST00850,Needs Attention,7,2,2278.0299999999997,5,2,3,10,1,50.0,5,4,Silver
CUST00851,Needs Attention,0,2,1188.6200000000001,5,2,2,9,1,50.0,8,0,Gold
CUST00852,Dormant,66,3,1379.6599999999999,3,3,2,8,0,0.0,1,15,Gold
CUST00853,Dormant,61,1,318.94,3,1,1,5,1,0.0,9,13,Not Enrolled
CUST00854,At-Risk,279,3,2249.63,1,3,3,7,0,0.0,1,44,Silver
CUST00855,Dormant,292,1,613.47,1,1,1,3,0,0.0,1,52,Not Enrolled
CUST00856,At-Risk,135,1,2235.84,2,1,3,6,1,0.0,1,27,Silver
CUST00857,Needs Attention,67,5,5033.19,3,4,5,12,3,20.0,3,4,Not Enrolled
CUST00858,At-Risk,90,3,2363.5299999999997,2,3,3,8,0,0.0,1,13,Silver
CUST00859,At-Risk,169,4,2159.64,1,4,3,8,0,0.0,10,36,Silver
CUST00860,Dormant,79,1,1472.26,3,1,2,6,1,0.0,7,23,Not Enrolled
CUST00861,At-Risk,170,3,1530.88,1,3,2,6,1,0.0,3,29,Platinum
CUST00862,At-Risk,453,4,3934.7400000000002,1,4,4,9,0,0.0,2,60,Not Enrolled
CUST00863,Loyal Customers,25,4,2928.87,4,4,4,12,0,0.0,6,4,Not Enrolled
CUST00864,Needs Attention,138,2,1042.98,2,2,2,6,2,0.0,2,24,Not Enrolled
CUST00865,Dormant,50,2,1503.1100000000001,3,2,2,7,1,0.0,10,15,Not Enrolled
CUST00866,New Customers,26,1,1280.71,4,1,2,7,0,0.0,5,1,Not Enrolled
CUST00867,New Customers,15,1,424.64,5,1,1,7,1,0.0,6,22,Not Enrolled
CUST00868,New Customers,20,1,832.57,5,1,2,8,0,0.0,14,0,Silver
CUST00869,Needs Attention,93,6,3202.61,2,5,4,11,2,16.7,0,4,Not Enrolled
CUST00870,At-Risk,86,7,5454.610000000001,2,5,5,12,1,0.0,13,37,Not Enrolled
CUST00871,Needs Attention,122,8,7332.96,2,5,5,12,2,0.0,3,23,Not Enrolled
CUST00872,At-Risk,125,3,1959.48,2,3,3,8,0,0.0,6,24,Silver
CUST00873,Champions,3,4,4213.62,5,4,5,14,0,0.0,2,13,Not Enrolled
CUST00874,New Customers,21,1,511.56,4,1,1,6,0,0.0,7,3,Not Enrolled
CUST00875,New Customers,30,1,363.1,4,1,1,6,0,0.0,1,6,Not Enrolled
CUST00876,Needs Attention,36,3,1392.13,4,3,2,9,2,0.0,6,13,Not Enrolled
CUST00877,Dormant,63,3,1904.33,3,3,3,9,1,0.0,7,24,Silver
CUST00878,At-Risk,134,2,2578.68,2,2,4,8,0,0.0,12,14,Not Enrolled
CUST00879,At-Risk,155,6,5967.77,1,5,5,11,0,0.0,4,24,Gold
CUST00880,Loyal Customers,16,4,2399.63,5,4,3,12,1,25.0,11,21,Not Enrolled
CUST00881,Champions,4,8,9492.15,5,5,5,15,0,0.0,6,9,Not Enrolled
CUST00882,Dormant,85,2,894.79,3,2,2,7,1,0.0,2,11,Silver
CUST00883,At-Risk,126,3,6706.94,2,3,5,10,0,0.0,1,21,Not Enrolled
CUST00884,Dormant,271,1,365.93,1,1,1,3,0,0.0,1,55,Not Enrolled
CUST00885,Needs Attention,31,8,6880.8099999999995,4,5,5,14,2,12.5,10,21,Platinum
CUST00886,Needs Attention,1,5,2647.05,5,4,4,13,3,20.0,3,12,Not Enrolled
CUST00887,Needs Attention,9,3,2344.2,5,3,3,11,2,0.0,0,6,Not Enrolled
CUST00888,At-Risk,108,3,2556.74,2,3,3,8,0,0.0,0,23,Not Enrolled
CUST00889,Needs Attention,44,3,2012.98,4,3,3,10,1,33.3,2,11,Not Enrolled
CUST00890,New Customers,24,1,631.59,4,1,1,6,1,0.0,1,8,Gold
CUST00891,Dormant,13,3,3475.43,5,3,4,12,0,0.0,0,1,Not Enrolled
CUST00892,New Customers,9,1,360.98,5,1,1,7,0,0.0,5,5,Not Enrolled
CUST00893,At-Risk,99,2,2269.27,2,2,3,7,0,0.0,5,37,Not Enrolled
CUST00894,Needs Attention,25,2,1903.85,4,2,3,9,2,0.0,2,9,Not Enrolled
CUST00895,Loyal Customers,54,4,1415.7,3,4,2,9,1,0.0,14,21,Silver
CUST00896,Needs Attention,10,9,7413.08,5,5,5,15,2,11.1,3,12,Not Enrolled
CUST00897,New Customers,13,1,584.95,5,1,1,7,0,0.0,3,2,Not Enrolled
CUST00898,At-Risk,339,6,4353.639999999999,1,5,5,11,1,16.7,2,60,Not Enrolled
CUST00899,Needs Attention,187,1,574.65,1,1,1,3,1,100.0,4,47,Silver
CUST00900,Dormant,58,2,1242.65,3,2,2,7,1,0.0,1,10,Gold
CUST00901,Needs Attention,35,4,2025.21,4,4,3,11,3,0.0,9,11,Not Enrolled
CUST00902,New Customers,6,1,1318.64,5,1,2,8,0,0.0,5,0,Not Enrolled
CUST00903,New Customers,42,1,632.18,4,1,1,6,1,0.0,13,11,Silver
CUST00904,Needs Attention,41,7,5113.860000000001,4,5,5,14,4,28.6,7,2,Not Enrolled
CUST00905,Needs Attention,30,5,5594.75,4,4,5,13,2,0.0,11,0,Gold
CUST00906,New Customers,38,2,1449.41,4,2,2,8,0,0.0,3,12,Not Enrolled
CUST00907,Needs Attention,220,3,2874.51,1,3,4,8,2,0.0,2,60,Not Enrolled
CUST00908,New Customers,27,2,2799.02,4,2,4,10,1,0.0,3,0,Gold
CUST00909,Needs Attention,185,1,615.14,1,1,1,3,1,100.0,0,32,Not Enrolled
CUST00910,Dormant,127,1,1239.32,2,1,2,5,1,0.0,3,22,Not Enrolled
CUST00911,Champions,30,9,5240.42,4,5,5,14,1,11.1,2,21,Not Enrolled
CUST00912,Dormant,138,2,1516.54,2,2,2,6,0,0.0,0,35,Not Enrolled
CUST00913,At-Risk,183,3,1818.9,1,3,3,7,1,0.0,1,38,Not Enrolled
CUST00914,Dormant,36,3,1633.9099999999999,4,3,3,10,0,0.0,13,8,Gold
CUST00915,Needs Attention,113,4,2277.22,2,4,3,9,2,0.0,1,26,Silver
CUST00916,Needs Attention,20,5,4003.46,5,4,4,13,2,20.0,9,0,Not Enrolled
CUST00917,At-Risk,286,3,1704.79,1,3,3,7,1,0.0,1,60,Not Enrolled
CUST00918,Dormant,236,2,1142.22,1,2,2,5,1,0.0,1,43,Not Enrolled
CUST00919,New Customers,10,2,1976.3400000000001,5,2,3,10,1,0.0,13,5,Not Enrolled
CUST00920,Needs Attention,66,4,3650.77,3,4,4,11,2,50.0,12,12,Not Enrolled
CUST00921,Needs Attention,195,1,1335.06,1,1,2,4,1,100.0,3,49,Gold
